INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (1,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (153,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (154,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (155,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (156,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (157,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (158,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (159,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (160,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (161,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (162,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (163,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (164,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (165,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (166,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (167,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (168,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (169,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (170,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (171,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (171,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (171,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (171,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (171,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (171,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (171,7,74940);
